Principio Attivo;Descrizione Gruppo Equivalenza;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno ;;;;;;;;;;;;;;;;
Patisiran;PATISIRAN 2MG/ML 5ML SOLUZIONE USO PARENTERALE;ONPATTRO*1 flaconcino EV 5 ml 2 mg/ml;12.704,44;7.697,79;-;ALNYLAM NETHERLANDS B.V.;046993010;KZZ;;;;;;;;;;;;;;;;;
Pazopanib;PAZOPANIB 200MG 30 UNITA' USO ORALE;VOTRIENT*30 cpr riv 200 mg flacone;1.285,35;778,81;-;NOVARTIS EUROPHARM LTD;039945011;BHN;;;;;;;;;;;;;;;;;
Pazopanib;PAZOPANIB 400MG 30 UNITA' USO ORALE;VOTRIENT*30 cpr riv 400 mg flacone;2.570,71;1.557,63;-;NOVARTIS EUROPHARM LTD;039945035;BHO;;;;;;;;;;;;;;;;;
Pegaspargasi;PEGASPARGASI 3750U 1 UNITA' - USO PARENTERALE;ONCASPAR*1 flaconcino EV 750 U/ml;2.457,65;1.489,13;-;LES LABORATOIRES SERVIER;044702025;KFZ;;;;;;;;;;;;;;;;;
Pegvaliase;PEGVALIASE 10MG 0,5ML 1 UNITA' USO PARENTERALE;PALYNZIQ*1 siringa SC 10 mg/0,5 ml;595,79;361,00;-;BIOMARIN INTERNATIONAL LIMITED;047940022;LED;;;;;;;;;;;;;;;;;
Pegvaliase;PEGVALIASE 2,5MG 0,5ML 1 UNITA' USO PARENTERALE;PALYNZIQ*1 siringa SC 2,5 mg/0,5 ml;595,79;361,00;-;BIOMARIN INTERNATIONAL LIMITED;047940010;LEE;;;;;;;;;;;;;;;;;
Pegvaliase;PEGVALIASE 20MG 1ML 1 UNITA' USO PARENTERALE;PALYNZIQ*1 siringa SC 20 mg/ml;595,79;361,00;-;BIOMARIN INTERNATIONAL LIMITED;047940034;LEF;;;;;;;;;;;;;;;;;
Pembrolizumab;PEMBROLIZUMAB 100MG 1 UNITA' USO PARENTERALE;KEYTRUDA*1 flaconcino EV 4 ml 25 mg/ml;5.657,57;3.428,00;-;MERCK SHARP & DOHME BV;044386023;JZS;;;;;;;;;;;;;;;;;
Pemetrexed;PEMETREXED 100MG 1 UNITA' USO PARENTERALE;ALIMTA*1 flaconcino polv soluz infus 100 mg;430,46;260,82;-;ELI LILLY NEDERLAND BV;036587020;BHR;;;;;;;;;;;;;;;;;
Pemetrexed;PEMETREXED 500MG 1 UNITA' USO PARENTERALE;ALIMTA*1 flaconcino polv soluz infus 500 mg;2.152,31;1.304,11;-;ELI LILLY NEDERLAND BV;036587018;BHS;;;;;;;;;;;;;;;;;
Pentetreotide;PENTETREOTIDE 10MCG USO PARENTERALE;OCTREOSCAN 111*flacone A + flacone B 10 mcg; -;-;-;CURIUM NETHERLANDS B.V.;029852011;BHT;;;;;;;;;;;;;;;;;
Pentostatina;PENTOSTATINA 10MG 1 UNITA' USO PARENTERALE;NIPENT*1 flacone EV 10 mg polv;1.420,98;645,91;-;PFIZER ITALIA Srl;028645012;BHU;;;;;;;;;;;;;;;;;
Pertuzumab;PERTUZUMAB 30MG/ML 420MG 1 UNITA' USO PARENTERALE;PERJETA*1 fiala EV 420 mg 14 ml 30 mg/ml;4.524,79;2.741,63;-;ROCHE REGISTRATION GMBH;042682017;CYL;;;;;;;;;;;;;;;;;
Pimecrolimus;PIMECROLIMUS 1% 30G CREMA USO DERMATOLOGICO;ELIDEL*crema derm 30 g 1%;39,34;23,84;-;MEDA PHARMA SpA;036006029;BHV;;;;;;;;;;;;;;;;;
Piperacillina;PIPERACILLINA 4.000MG 1 UNITA' USO PARENTERALE;PIPERACILLINA*1 fiala soluz iniett 4 g;12,27;5,58;-;K24 PHARMACEUTICALS Srl;033423031;BHX;;;;;;;;;;;;;;;;;
Piperacillina;PIPERACILLINA 4.000MG 1 UNITA' USO PARENTERALE;PIPERITAL*1 flaconcino EV 4 g;13,82;6,28;-;I.B.I.GIOVANNI LORENZINI SpA;028735037;BHX;;;;;;;;;;;;;;;;;
Piperacillina;PIPERACILLINA 2.000MG 10 UNITA' USO PARENTERALE;PIPERITAL*10 flaconcini 2 g polv iniett;41,39;25,08;-;I.B.I.GIOVANNI LORENZINI SpA;028735049;BHW;;;;;;;;;;;;;;;;;
Piperacillina;PIPERACILLINA 4.000MG 10 UNITA' USO PARENTERALE;PIPERTEX*10 fiale 4 g polv iniett;141,88;64,50;-;PHARMATEX ITALIA Srl;033958036;BHY;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;PIPERACILLINA E TAZOBACTAM*1 flaconcino EV 4 g + 0,5 g;13,82;8,38;-;TEVA ITALIA Srl;037666029;BHZ;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;PIPERACILLINA E TAZOBACTAM*1 flaconcino EV 4 g + 0,5 g;13,82;8,38;-;IBIGEN Srl;038476038;BHZ;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 10 UNITA' USO PARENTERALE;PIPERACILLINA E TAZOBACTAM*10 flaconcini EV 4 g + 500 mg;124,77;75,60;-;MYLAN SpA;037668035;BIF;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 10 UNITA' USO PARENTERALE;PIPERACILLINA E TAZOBACTAM*10 flaconi EV 4 g + 500 mg;138,25;83,77;-;SANDOZ SpA                    ;038717082;BIF;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 2+0,25G 10 UNITA' USO PARENTERALE;PIPERACILLINA TAZOBACTAM*10 flaconcini EV 2 g + 0,25 g;60,37;36,58;-;IBIGEN Srl;038476026;HHP;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 12 UNITA' USO PARENTERALE;PIPERACILLINA TAZOBACTAM*12 flaconcini EV 4 g + 0,5 g;165,90;88,45;-;AUROBINDO PHARMA ITALIA Srl;039786049;BIG;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 10 UNITA' USO PARENTERALE;PIPERACILLINA TAZOBACTAN*10 flaconcini EV 4 g + 0,5 g;138,25;83,77;-;IBIGEN Srl;038476040;BIF;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;REPITA*1 flacone EV 4 g + 500 mg;13,82;8,38;-;S.F. GROUP Srl;037511021;BHZ;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;TAIPER*1 flacone 4 g + 500 mg;13,82;8,38;-;ERREKAPPA EUROTERAPICI SpA;037667021;BHZ;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;TAZOPENIL*1 flacone EV 4 g + 0,5 g;13,82;8,38;-;MAGIS FARMACEUTICI Srl;038181020;BHZ;;;;;;;;;;;;;;;;;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;TEXTAZO*1 flaconcino EV 4 g + 500 mg;13,82;8,38;-;PHARMATEX ITALIA Srl;038558021;BHZ;;;;;;;;;;;;;;;;;
Pirfenidone;PIRFENIDONE 267MG 63 UNITA' USO ORALE;ESBRIET*21x1 + 21x2 cpr riv 267 mg;945,09;572,64;-;ROCHE REGISTRATION GMBH;041271154;UWA;;;;;;;;;;;;;;;;;
Pirfenidone;PIRFENIDONE 801MG 84 UNITA' USO ORALE;ESBRIET*21x4 cpr riv 801 mg;3.780,34;2.290,55;-;ROCHE REGISTRATION GMBH;041271178;UWC;;;;;;;;;;;;;;;;;
Pirfenidone;PIRFENIDONE 267MG 252 UNITA' USO ORALE;ESBRIET*252 cpr riv 267 mg confezione di mantenimento;3.780,34;2.290,55;-;ROCHE REGISTRATION GMBH;041271166;UWB;;;;;;;;;;;;;;;;;
Pirfenidone;PIRFENIDONE 267MG 252 UNITA' USO ORALE;ESBRIET*4x63 cps 267 mg;3.780,34;2.290,55;-;ROCHE REGISTRATION GMBH;041271026;UWB;;;;;;;;;;;;;;;;;
Pirfenidone;PIRFENIDONE 267MG 63 UNITA' USO ORALE;ESBRIET*63 cps 267 mg;945,09;572,64;-;ROCHE REGISTRATION GMBH;041271014;UWA;;;;;;;;;;;;;;;;;
Pixantrone;PIXANTRONE 29MG 1 UNITA' USO PARENTERALE;PIXUVRI*1 flaconcino polv EV 29 mg;1.067,01;646,51;-;LES LABORATOIRES SERVIER;042463012;HGX;;;;;;;;;;;;;;;;;
Plerixafor;PLERIXAFOR 24MG 1,2ML 1 UNITA' USO PARENTERALE;MOZOBIL*1 flacone SC 24 mg 20 mg/ml;9.257,16;5.609,04;-;GENZYME EUROPE B.V.;039587011;BIH;;;;;;;;;;;;;;;;;
Poligelina;POLIGELINA 3,5% 500ML 1 UNITA' USO PARENTERALE;EMAGEL*1 flacone EV 500 ml 3,5%;7,41;3,36;-;PIRAMAL CRITICAL CARE B.V.;020310025;BII;;;;;;;;;;;;;;;;;
Poligelina;POLIGELINA 17,5G 14 UNITA' USO PARENTERALE;EMAGEL*14 flaconi EV 500 ml 35 g/litro;77,78;47,13;-;PIRAMAL CRITICAL CARE B.V.;020310037;BQZ;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 1MG 14 UNITA' USO ORALE;IMNOVID*14 cps 1 mg;9.775,99;5.923,40;-;CELGENE EUROPE BV;042927057;LEM;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 2MG 14 UNITA' USO ORALE;IMNOVID*14 cps 2 mg;9.775,99;5.923,40;-;CELGENE EUROPE BV;042927069;LEN;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 3MG 14 UNITA' USO ORALE;IMNOVID*14 cps 3 mg;9.775,99;5.923,40;-;CELGENE EUROPE BV;042927071;LEO;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 4MG 14 UNITA' USO ORALE;IMNOVID*14 cps 4 mg;9.775,99;5.923,40;-;CELGENE EUROPE BV;042927083;LEP;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 1MG 21 UNITA' USO ORALE;IMNOVID*21 cps 1 mg;14.663,99;8.885,11;-;CELGENE EUROPE BV;042927018;HAQ;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 2MG 21 UNITA' USO ORALE;IMNOVID*21 cps 2 mg;14.663,99;8.885,11;-;CELGENE EUROPE BV;042927020;HJF;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 3MG 21 UNITA' USO ORALE;IMNOVID*21 cps 3 mg;14.663,99;8.885,11;-;CELGENE EUROPE BV;042927032;HLW;;;;;;;;;;;;;;;;;
Pomalidomide;POMALIDOMIDE 4MG 21 UNITA' USO ORALE;IMNOVID*21 cps 4 mg;14.663,99;8.885,11;-;CELGENE EUROPE BV;042927044;HNB;;;;;;;;;;;;;;;;;
Ponatinib;PONATINIB 15MG 30 UNITA' USO ORALE;ICLUSIG*30 cpr riv 15 mg flacone;4.431,22;2.684,94;-;INCYTE BIOSCIENCES DISTRIB BV;042853059;KMB;;;;;;;;;;;;;;;;;
Ponatinib;PONATINIB 30MG 30 UNITA' USO ORALE;ICLUSIG*30 cpr riv 30 mg flacone;8.862,55;5.369,88;-;INCYTE BIOSCIENCES DISTRIB BV;042853061;KLK;;;;;;;;;;;;;;;;;
Ponatinib;PONATINIB 45MG 30 UNITA' USO ORALE;ICLUSIG*30 cpr riv 45 mg flacone;8.862,55;5.369,88; - ;INCYTE BIOSCIENCES DISTRIB BV;042853034;JBE;;;;;;;;;;;;;;;;;
Ponatinib;PONATINIB 15MG 60 UNITA' USO ORALE;ICLUSIG*60 cpr riv 15 mg flacone;8.862,55;5.369,88; - ;INCYTE BIOSCIENCES DISTRIB BV;042853010;JBD;;;;;;;;;;;;;;;;;
Potassio canrenoato;POTASSIO CANRENOATO 200MG 2ML 6 UNITA' USO PARENTERALE;KANRENOL*6 fiale EV 200 mg + 6 fiale solv 2 ml;12,64;5,75;-;TEOFARMA Srl;023745019;BIJ;;;;;;;;;;;;;;;;;
Potassio canrenoato;POTASSIO CANRENOATO 200MG 2ML 6 UNITA' USO PARENTERALE;LUVION*6 fiale EV 200 mg + 6 fiale solv 2 ml;8,73;5,29;-;NEOPHARMED GENTILI SpA;024273070;BIJ;;;;;;;;;;;;;;;;;
Pralidoxima;PRALIDOXIMA 200MG 10 UNITA' USO PARENTERALE;CONTRATHION*10 flaconcini EV 200 mg/10 ml;43,78;26,52;-;SANOFI Srl;021091020;BIK;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 50ML 1 UNITA' USO PARENTERALE;DIPRIVAN*1 flaconcino EV 1.000 mg 50 ml;35,15;15,98;-;ASPEN PHARMA TRADING LIMITED;026114088;BIN;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 500MG 50ML 1 UNITA' USO PARENTERALE;DIPRIVAN*1 flaconcino EV 500 mg 50 ml;20,93;9,51;-;ASPEN PHARMA TRADING LIMITED;026114025;BIQ;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;DIPRIVAN*5 fiale EV 200 mg 20 ml;43,52;19,78;-;ASPEN PHARMA TRADING LIMITED;026114013;BIP;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 50ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini 50 ml 2%;160,60;97,31;-;B.BRAUN MELSUNGEN AG;035911078;BIO;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 100ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini EV 100 ml 1%;222,83;135,01;-;B.BRAUN MELSUNGEN AG;035911054;BIM;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 100ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini EV 100 ml 10 mg/ml;216,14;130,96;-;FRESENIUS KABI ITALIA Srl;036849091;BIM;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini EV 20 ml 10 mg/ml;44,22;26,80;-;FRESENIUS KABI ITALIA Srl;036849040;HNM;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 500MG 50ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini EV 50 ml 1%;114,35;69,28;-;B.BRAUN MELSUNGEN AG;035911041;BIR;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 500MG 50ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini EV 50 ml 10 mg/ml;112,07;67,91;-;FRESENIUS KABI ITALIA Srl;036849065;BIR;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 50ML 10 UNITA' USO PARENTERALE;PROPOFOL*10 flaconcini EV 50 ml 20 mg/ml;197,66;119,77;-;FRESENIUS KABI ITALIA Srl;036849127;BIO;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;PROPOFOL*5 fiale EV 20 ml 1%;23,48;14,23;-;B.BRAUN MELSUNGEN AG;035911015;BIP;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;PROPOFOL*5 fiale IV 20 ml 10 mg/ml;22,31;13,52;-;FRESENIUS KABI ITALIA Srl;036849014;BIP;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;PROPOFOL*5 flaconcini EV 20 ml 10 mg/ml;22,31;13,52;-;FRESENIUS KABI ITALIA Srl;036849038;BIP;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 100ML 1 UNITA' USO PARENTERALE;RIPOL*1 flaconcino EV 100 ml 10 mg/ml;24,35;14,75;-;I.B.I.GIOVANNI LORENZINI SpA;041732049;BIL;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 500MG 50ML 1 UNITA' USO PARENTERALE;RIPOL*1 flaconcino EV 50 ml 10 mg/ml;12,55;7,61;-;I.B.I.GIOVANNI LORENZINI SpA;041732037;BIQ;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 50ML 1 UNITA' USO PARENTERALE;RIPOL*1 flaconcino EV 50 ml 20 mg/ml;21,09;12,78;-;I.B.I.GIOVANNI LORENZINI SpA;041732052;BIN;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;RIPOL*5 fiale EV 20 ml 10 mg/ml;26,10;15,81;-;I.B.I.GIOVANNI LORENZINI SpA;041732013;BIP;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;RIPOL*5 flaconcini EV 20 ml 10 mg/ml;26,10;15,81;-;I.B.I.GIOVANNI LORENZINI SpA;041732025;BIP;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 100ML 1 UNITA' USO PARENTERALE;UNIFOL*1 flaconcino 100 ml 10 mg/ml;24,35;14,75;-;BAXTER HOLDING BV;039184041;BIL;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 500MG 50ML 1 UNITA' USO PARENTERALE;UNIFOL*1 flaconcino 50 ML 10 mg/ml;12,55;7,61;-;BAXTER HOLDING BV;039184039;BIQ;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 1.000MG 50ML 1 UNITA' USO PARENTERALE;UNIFOL*1 flaconcino 50 ml 20 mg/ml;21,09;12,78;-;BAXTER HOLDING BV;039184054;BIN;;;;;;;;;;;;;;;;;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;UNIFOL*5 flaconcini 20 ml 10 mg/ml;22,31;13,52;-;BAXTER HOLDING BV;039184066;BIP;;;;;;;;;;;;;;;;;
Proteina C Umana;PROTEINA C UMANA 1.000UI 1 UNITA' USO PARENTERALE;CEPROTIN*1 fiala EV 1.000 UI;3.284,30;1.990,00;-;TAKEDA MANUFACTURING AUS. AG;035389028;BIS;;;;;;;;;;;;;;;;;
Proteina C Umana;PROTEINA C UMANA 500UI 1 UNITA' USO PARENTERALE;CEPROTIN*1 fiala EV 500 UI;1.642,15;995,00;-;TAKEDA MANUFACTURING AUS. AG;035389016;BIT;;;;;;;;;;;;;;;;;
Proteina coagulabile umana/trombina umana;PROTEINA COAGULABILE UMANA+TROMBINA UMANA 1ML 2 UNITA' USO EPILESIONALE;EVICEL*2 flaconcini uso epilesionale 1 ml 50-90 mg/ml + 800-1.200 UI/ml;111,76;67,72;100,59;OMRIX BIOPHARMACEUTICALS S.A.;039591019;BIU;;;;;;;;;;;;;;;;;
Proteina coagulabile umana/trombina umana;PROTEINA COAGULABILE UMANA+TROMBINA UMANA 2ML 2 UNITA' USO EPILESIONALE;EVICEL*2 flaconcini uso epilesionale 2 ml 50-90 mg/ml + 800-1.200 UI/ml;197,54;119,69;177,79;OMRIX BIOPHARMACEUTICALS S.A.;039591021;BIV;;;;;;;;;;;;;;;;;
Proteina coagulabile umana/trombina umana;PROTEINA COAGULABILE UMANA+TROMBINA UMANA 5ML 2 UNITA' USO EPILESIONALE;EVICEL*2 flaconcini uso epilesionale 5 ml 50-90 mg/ml + 800-1.200 UI/ml;503,08;304,82;452,77;OMRIX BIOPHARMACEUTICALS S.A.;039591033;BIW;;;;;;;;;;;;;;;;;
Proteine Plasmatiche Umane;PROTEINE PLASMATICHE UMANE 200ML 1 UNITA' USO PARENTERALE;OCTAPLAS*1 sacca EV 200 ml;-;-;75,00;OCTAPHARMA PHARMAZEUTIKA GMBH;034540017;BIX;;;;;;;;;;;;;;;;;
Proteine Plasmatiche Umane;PROTEINE PLASMATICHE UMANE 200ML 1 UNITA' USO PARENTERALE;PLASMAGRADE*1 sacca EV 200 ml;-;-;75,00;KEDRION SpA;041868011;BIX;;;;;;;;;;;;;;;;;
Proteine Plasmatiche Umane;PROTEINE PLASMATICHE UMANE 200ML 1 UNITA' USO PARENTERALE;PLASMASAFE*1 sacca soluz infus 200 ml;-;-;75,00;KEDRION SpA;033369012;BIX;;;;;;;;;;;;;;;;;
Radio-223RA-Dicloruro;RADIO-223RA-DICLORURO 1.000KBQ/ML 6ML 1 UNITA' USO PARENTERALE;XOFIGO*1 flaconcino EV 6 ml 1.100 kbq/ml;6.898,68;4.180,00;-;BAYER AG;043116019;IVN;;;;;;;;;;;;;;;;;
Raltegravir;RALTEGRAVIR 100MG 60 UNITA' USO ORALE;ISENTRESS*60 cpr mast 100 mg flacone;225,10;136,39;-;MERCK SHARP & DOHME BV;038312043;IWH;;;;;;;;;;;;;;;;;
Raltegravir;RALTEGRAVIR 25MG 60 UNITA' USO ORALE;ISENTRESS*60 cpr mast 25 mg flacone;56,27;34,10;-;MERCK SHARP & DOHME BV;038312031;IWI;;;;;;;;;;;;;;;;;
Raltegravir;RALTEGRAVIR 400MG 60 UNITA' USO ORALE;ISENTRESS*60 cpr riv 400 mg flacone;900,40;545,57;-;MERCK SHARP & DOHME BV;038312017;BIY;;;;;;;;;;;;;;;;;
Raltegravir;RALTEGRAVIR 600MG 60 UNITA' USO ORALE;ISENTRESS*60 cpr riv 600 mg flacone;900,40;545,57;-;MERCK SHARP & DOHME BV;038312068;KHT;;;;;;;;;;;;;;;;;
Raltegravir;RALTEGRAVIR 100MG 60 UNITA' USO ORALE;ISENTRESS*orale grat 60 bust 100 mg;307,82;186,51;-;MERCK SHARP & DOHME BV;038312056;IWH;;;;;;;;;;;;;;;;;
Raltitrexed;RALTITREXED 2MG 1 UNITA' USO PARENTERALE;TOMUDEX*1 fiala polv EV 2 mg;261,60;118,90;-;PFIZER ITALIA Srl;031251010;BIZ;;;;;;;;;;;;;;;;;
Ramucirumab;RAMUCIRUMAB 100MG 10ML 1 UNITA' USO PARENTERALE;CYRAMZA*1 flaconcino EV 10 ml 10 mg/ml;940,73;570,00;-;ELI LILLY NEDERLAND BV;043797012;JDG;;;;;;;;;;;;;;;;;
Ramucirumab;RAMUCIRUMAB 500MG 50ML 1 UNITA' USO PARENTERALE;CYRAMZA*1 flaconcino EV 50 ml 10 mg/ml;4.703,64;2.850,00;-;ELI LILLY NEDERLAND BV;043797036;JDH;;;;;;;;;;;;;;;;;
Ranibizumab;RANIBIZUMAB 2,3MG 0,23ML 1 UNITA' USO INTRAVITREALE;LUCENTIS*1 flaconcino intravitreale 0,23 ml 10 mg/ml;1.105,20;669,66;-;NOVARTIS EUROPHARM LTD;037608027;BJB;;;;;;;;;;;;;;;;;
Ranibizumab;RANIBIZUMAB 2,3MG 0,23ML 1 UNITA' USO INTRAVITREALE;LUCENTIS*1 flaconcino intravitreale 0,23 ml 10 mg/ml + 1 ago filtro;1.105,20;669,66;-;NOVARTIS EUROPHARM LTD;037608054;BJB;;;;;;;;;;;;;;;;;
Ranibizumab;RANIBIZUMAB 1,65MG 0,165ML 1 UNITA' USO INTRAVITREALE;LUCENTIS*1 siringa preriempita 0,165 ml 10 mg/ml;1.105,20;669,66;-;NOVARTIS EUROPHARM LTD;037608041;QUR;;;;;;;;;;;;;;;;;
Retinolo Palmitato/Ergocalciferolo/Tocoferolo Alfa/Fitomenadione;RETINOLO PALMITATO+ERGOCALCIFEROLO+TOCOFEROLO ALFA+FITOMENADIONE 99+0,5+0,91+15MCG 10 UNITA' USO PARENTERALE;VITALIPID*AD 10 fiale EV 10 ml;42,74;19,43;-;FRESENIUS KABI ITALIA Srl;027983016;BJD;;;;;;;;;;;;;;;;;
Retinolo Palmitato/Ergocalciferolo/Tocoferolo Alfa/Fitomenadione;RETINOLO PALMITATO+ERGOCALCIFEROLO+TOCOFEROLO ALFA+FITOMENADIONE 69+1+0,64+20MCG 10 UNITA' USO PARENTERALE;VITALIPID*BB 10 fiale EV 10 ml;41,79;19,00;-;FRESENIUS KABI ITALIA Srl;027983028;BJC;;;;;;;;;;;;;;;;;
Ribociclib;RIBOCICLIB 200MG 42 UNITA' USO ORALE;KISQALI*42 cpr riv 200 mg;5.016,01;3.039,27;-;NOVARTIS EUROPHARM LTD;045618030;KGE;;;;;;;;;;;;;;;;;
Ribociclib;RIBOCICLIB 200MG 63 UNITA' USO ORALE;KISQALI*63 cpr riv 200 mg;7.524,01;4.558,90;-;NOVARTIS EUROPHARM LTD;045618055;KGD;;;;;;;;;;;;;;;;;
Rilpivirina;RILPIVIRINA 25MG 30 UNITA' USO ORALE;EDURANT*30 cpr riv 25 mg flacone;407,31;246,80;-;JANSSEN CILAG INTERNAT.N.V.;041664018;BJE;;;;;;;;;;;;;;;;;
Risankizumab;RISANKIZUMAB 75MG 0,83ML 2 UNITA' USO PARENTERALE;SKYRIZI*2 siringhe preriempite SC 75 mg 0,83 ml + 2 tamponcini imbevuti con alcool;5.064,25;3.068,50;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;047821018;KTU;;;;;;;;;;;;;;;;;
Risperidone;RISPERIDONE 25MG 2ML 1 UNITA' USO PARENTERALE;RISPERDAL*1 fiala IM 25 mg + 1 siringa 2 ml rilascio prolungato;157,41;95,38;-;JANSSEN CILAG SpA;028752172;BJF;;;;;;;;;;;;;;;;;
Risperidone;RISPERIDONE 37,5MG 2ML 1 UNITA' USO PARENTERALE;RISPERDAL*1 fiala IM 37,5 mg + 1 siringa 2 ml rilascio prolungato;203,11;123,06;-;JANSSEN CILAG SpA;028752184;BJG;;;;;;;;;;;;;;;;;
Risperidone;RISPERIDONE 50MG 2ML 1 UNITA' USO PARENTERALE;RISPERDAL*1 fiala IM 50 mg + 1 siringa 2 ml rilascio prolungato;253,88;153,83;-;JANSSEN CILAG SpA;028752196;BJH;;;;;;;;;;;;;;;;;
Ritonavir;RITONAVIR 100MG 30 UNITA' USO ORALE;NORVIR*30 cpr riv 100 mg flacone;35,60;21,57;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;030081057;BJI;;;;;;;;;;;;;;;;;
Ritonavir;RITONAVIR 100MG 30 UNITA' USO ORALE;NORVIR*orale polv 30 buste 100 mg + 2 siringhe + 1 bicchiere dosatore;35,60;21,57;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;030081095;BJI;;;;;;;;;;;;;;;;;
Ritonavir;RITONAVIR 100MG 30 UNITA' USO ORALE;RITONAVIR*30 cpr riv 100 mg flacone;24,92;15,10;-;SANDOZ SpA;043359013;BJI;;;;;;;;;;;;;;;;;
Ritonavir;RITONAVIR 100MG 30 UNITA' USO ORALE;RITONAVIR*30 cpr riv 100 mg flacone;24,92;15,10;-;ACCORD HEALTHCARE SLU;045153018;BJI;;;;;;;;;;;;;;;;;
Ritonavir;RITONAVIR 100MG 30 UNITA' USO ORALE;RITONAVIR*30 cpr riv 100 mg flacone;24,92;15,10;-;MYLAN Sas;045775018;BJI;;;;;;;;;;;;;;;;;
Rituximab;RITUXIMAB 500MG 50ML 1 UNITA' USO PARENTERALE;MABTHERA*1 flaconcino EV 500 mg 50 ml 10 mg/ml;2.066,99;1.252,41;-;ROCHE REGISTRATION GMBH;033315021;BJM;;;;;;;;;;;;;;;;;
