Acamprosato;ACAMPROSATO 333MG 84 UNITA' USO ORALE;CAMPRAL*84 cpr riv gastrores 333 mg;33,77;BRUNO FARMACEUTICI SpA;034208013;H0A;;;
Quetiapina;QUETIAPINA 25MG 30 UNITA' USO ORALE;SEROQUEL*30 cpr riv 25 mg;12,27;ASTRAZENECA SpA;032944112;FVB;X;;
Quetiapina;QUETIAPINA 25MG 6 UNITA' USO ORALE;SEROQUEL*6 cpr riv 25 mg;3,67;ASTRAZENECA SpA;032944011;FVA;X;;
Quetiapina;QUETIAPINA 150MG 60 UNITA' USO ORALE RP;SEROQUEL*60 cpr 150 mg rilascio prolungato;111,22;ASTRAZENECA SpA;032944163;FVJ;X;;
Quetiapina;QUETIAPINA 200MG 60 UNITA' USO ORALE RP;SEROQUEL*60 cpr 200 mg rilascio prolungato;148,29;ASTRAZENECA SpA;032944136;FVG;X;;
Quetiapina;QUETIAPINA 300MG 60 UNITA' USO ORALE RP;SEROQUEL*60 cpr 300 mg rilascio prolungato;167,14;ASTRAZENECA SpA;032944148;FVH;X;;
Quetiapina;QUETIAPINA 400MG 60 UNITA' USO ORALE RP;SEROQUEL*60 cpr 400 mg rilascio prolungato;222,41;ASTRAZENECA SpA;032944151;FVI;X;;
Quetiapina;QUETIAPINA 50MG 60 UNITA' USO ORALE RP;SEROQUEL*60 cpr 50 mg rilascio prolungato;73,25;ASTRAZENECA SpA;032944124;FVF;X;;
Quetiapina;QUETIAPINA 100MG 60 UNITA' USO ORALE;SEROQUEL*60 cpr riv 100 mg;51,20;ASTRAZENECA SpA;032944035;FVC;X;;
Quetiapina;QUETIAPINA 200MG 60 UNITA' USO ORALE;SEROQUEL*60 cpr riv 200 mg;75,28;ASTRAZENECA SpA;032944050;FVD;X;;
Quetiapina;QUETIAPINA 300MG 60 UNITA' USO ORALE;SEROQUEL*60 cpr riv 300 mg;86,57;ASTRAZENECA SpA;032944100;FVE;X;;
Quetiapina;QUETIAPINA 100MG 60 UNITA' USO ORALE;XETAMED*60 cpr riv 100 mg;40,00;NEURAXPHARM ITALY SpA;046412045;FVC;X;;
Quetiapina;QUETIAPINA 50MG 60 UNITA' USO ORALE;XETAMED*60 cpr riv 50 mg;10,00;NEURAXPHARM ITALY SpA;046412033;LFU;;;
Quinapril;QUINAPRIL 20MG 14 UNITA' USO ORALE;ACCUPRIN*14 cpr riv 20 mg;4,19;PFIZER ITALIA Srl;027217037;DDB;X;;
Quinapril;QUINAPRIL 5MG 28 UNITA' USO ORALE;ACCUPRIN*28 cpr riv 5 mg;4,37;PFIZER ITALIA Srl;027217013;DDA;X;;
Quinapril;QUINAPRIL 20MG 14 UNITA' USO ORALE;ACEQUIN*14 cpr riv 20 mg;5,08;RECORDATI SpA;027230034;DDB;X;;
Quinapril;QUINAPRIL 5MG 28 UNITA' USO ORALE;ACEQUIN*28 cpr riv 5 mg;4,75;RECORDATI SpA;027230010;DDA;X;;
Quinapril;QUINAPRIL 20MG 14 UNITA' USO ORALE;QUINAPRIL*14 cpr riv 20 mg;2,21;EG SpA;037203229;DDB;X;;
QUINAPRIL;QUINAPRIL 20MG 14 UNITA' USO ORALE;QUINAPRIL*14 cpr riv 20 mg;2,21;ZENTIVA ITALIA Srl;037301227;DDB;X;;
Quinapril;QUINAPRIL 20MG 14 UNITA' USO ORALE;QUINAZIL*14 cpr riv div 20 mg;3,21;MALESCI SpA IST.FARMACOBIOL.;027225034;DDB;X;;
Quinapril;QUINAPRIL 5MG 28 UNITA' USO ORALE;QUINAZIL*28 cpr riv div 5 mg;3,34;MALESCI SpA IST.FARMACOBIOL.;027225010;DDA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;ACCURETIC*14 cpr riv 20 mg + 12,5 mg;4,87;PFIZER ITALIA Srl;028295018;DEA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;ACEQUIDE*14 cpr riv div 20 mg + 12,5 mg;2,22;RECORDATI SpA;028317016;DEA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;QUINAPRIL E IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg;2,22;MYLAN SpA;038910042;DEA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;QUINAPRIL IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg;2,22;AUROBINDO PHARMA ITALIA Srl;040177204;DEA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;QUINAPRIL IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg;2,22;EG SpA;037228069;DEA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;QUINAPRIL IDROCLOROTIAZIDE*14 cpr riv 20 mg + 12,5 mg;2,22;ZENTIVA ITALIA Srl;037369143;DEA;X;;
Quinapril/idroclorotiazide;QUINAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;QUINAZIDE*14 cpr riv 20 mg + 12,5 mg;4,72;MALESCI SpA IST.FARMACOBIOL.;028331015;DEA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;PARIET*14 cpr gastrores 10 mg;4,71;JANSSEN CILAG SpA;034216022;CUA;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;PARIET*14 cpr gastrores 20 mg;7,79;JANSSEN CILAG SpA;034216186;CUB;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO SOS*14 cpr riv gastrores 10 mg;3,21;SO.SE.PHARM Srl;041984016;CUA;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO SOS*14 cpr riv gastrores 20 mg;5,89;SO.SE.PHARM Srl;041984028;CUB;X;;
Rabeprazolo;RABEPRAZOLO 10MG 28 UNITA' USO ORALE;RABEPRAZOLO SOS*28 cpr riv gastrores 10 mg;4,81;SO.SE.PHARM Srl;041984030;KOX;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO SOS*28 cpr riv gastrores 20 mg;8,84;SO.SE.PHARM Srl;041984042;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;DOC GENERICI Srl;040681013;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;EG SpA;041543012;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;KRKA D.D.NOVO MESTO;041591037;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;LABORATORI ALTER Srl;039995028;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;PENSA PHARMA SpA;041541018;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;SANDOZ SpA;041110038;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;SUN PHARMACEUTICAL IND.EU.B.V.;040938021;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;TEVA ITALIA Srl;040828030;CUA;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 10 mg;3,21;ZENTIVA ITALIA Srl;041599034;CUA;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;ACCORD HEALTHCARE SLU;041882046;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;AUROBINDO PHARMA ITALIA Srl;041161023;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;DOC GENERICI Srl;040681025;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;EG SpA;041543024;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;KRKA D.D.NOVO MESTO;041591140;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;LABORATORI ALTER Srl;039995067;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;PENSA PHARMA SpA;041541020;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;SANDOZ SpA;041110127;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;SUN PHARMACEUTICAL IND.EU.B.V.;040938058;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;TECNIGEN Srl;042940027;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;TEVA ITALIA Srl;040828307;CUB;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEPRAZOLO*14 cpr gastrores 20 mg;5,89;ZENTIVA ITALIA Srl;041599150;CUB;X;;
Rabeprazolo;RABEPRAZOLO 10MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 10 mg;4,81;DOC GENERICI Srl;040681037;KOX;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 10MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 10 mg;4,81;EG SpA;041543051;KOX;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 10MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 10 mg;4,81;KRKA D.D.NOVO MESTO;041591052;KOX;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 10MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 10 mg;4,81;SANDOZ SpA;041110053;KOX;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 10MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 10 mg;4,81;ZENTIVA ITALIA Srl;041599061;KOX;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 20 mg;8,84;DOC GENERICI Srl;040681049;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 20 mg;8,84;EG SpA;041543063;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 20 mg;8,84;KRKA D.D.NOVO MESTO;041591165;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 20 mg;8,84;LABORATORI ALTER Srl;039995079;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 20 mg;8,84;SANDOZ SpA;041110141;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 20MG 28 UNITA' USO ORALE;RABEPRAZOLO*28 cpr gastrores 20 mg;8,84;ZENTIVA ITALIA Srl;041599186;KOY;Farmaco con prezzo uguale al prezzo di riferimento;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;RABEX*14 cpr gastrores 10 mg;3,21;S.F. GROUP Srl;041970017;CUA;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;RABEX*14 cpr gastrores 20 mg;5,89;S.F. GROUP Srl;041970029;CUB;X;;
Rabeprazolo;RABEPRAZOLO 10MG 14 UNITA' USO ORALE;STARAB*14 cpr gastrores 10 mg;3,21;S.F. GROUP Srl;043785017;CUA;X;;
Rabeprazolo;RABEPRAZOLO 20MG 14 UNITA' USO ORALE;STARAB*14 cpr gastrores 20 mg;5,89;S.F. GROUP Srl;043785029;CUB;X;;
Raloxifene;RALOXIFENE 60MG 14 UNITA' USO ORALE;EVISTA*14 cpr riv 60 mg;10,35;SUBSTIPHARM;034153015;R2A;X;;
Raloxifene;RALOXIFENE 60MG 28 UNITA' USO ORALE;EVISTA*28 cpr riv 60 mg;18,61;SUBSTIPHARM;034153027;R2B;X;;
Raloxifene;RALOXIFENE 60MG 14 UNITA' USO ORALE;OPTRUMA*14 cpr riv 60 mg;10,35;ELI LILLY NEDERLAND BV;034154017;R2A;X;;
Raloxifene;RALOXIFENE 60MG 28 UNITA' USO ORALE;OPTRUMA*28 cpr riv 60 mg;18,61;ELI LILLY NEDERLAND BV;034154029;R2B;X;;
Raloxifene;RALOXIFENE 60MG 14 UNITA' USO ORALE;RALOXIFENE*14 cpr riv 60 mg;8,85;SANDOZ SpA;040742013;R2A;X;;
Raloxifene;RALOXIFENE 60MG 28 UNITA' USO ORALE;RALOXIFENE*28 cpr riv 60 mg;17,11;SANDOZ SpA;040742025;R2B;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;ECLIPSE*14 cpr div 5 mg;2,17;S.F. GROUP Srl;038271021;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;ECLIPSE*28 cpr div 10 mg;5,69;S.F. GROUP Srl;038271033;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;ECLIPSE*28 cpr div 2,5 mg;2,74;S.F. GROUP Srl;038271019;DRB;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;HERZATEC*14 cpr 5 mg;2,48;EPIFARMA Srl;038214021;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;HERZATEC*28 cpr 10 mg;5,79;EPIFARMA Srl;038214033;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;HERZATEC*28 cpr 2,5 mg;2,74;EPIFARMA Srl;038214019;DRB;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;KRUPIL*14 cpr div 5 mg;2,17;SO.SE.PHARM Srl;038273025;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;KRUPIL*28 cpr div 10 mg;5,69;SO.SE.PHARM Srl;038273037;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;KRUPIL*28 cpr div 2,5 mg;2,74;SO.SE.PHARM Srl;038273013;DRB;X;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;KRUPIL*28 cpr div 5 mg;4,00;SO.SE.PHARM Srl;038273049;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;NORAPRIL*14 cpr 5 mg;2,90;ITALIAN DEVICES Srl;038240038;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;NORAPRIL*28 cpr 10 mg;7,04;ITALIAN DEVICES Srl;038240040;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;NORAPRIL*28 cpr 2,5 mg;4,75;ITALIAN DEVICES Srl;038240026;DRB;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;QUARK*14 cpr div 5 mg;3,35;POLIFARMA SpA;027162066;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;QUARK*28 cpr div 10 mg;7,40;POLIFARMA SpA;027162078;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;QUARK*28 cpr div 2,5 mg;4,80;POLIFARMA SpA;027162054;DRB;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL GIT*14 cpr 5 mg;2,20;S.F. GROUP Srl;037785387;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL GIT*28 cpr 10 mg;5,79;S.F. GROUP Srl;037785589;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL GIT*28 cpr 2,5 mg;2,74;S.F. GROUP Srl;037785223;DRB;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;ABC FARMACEUTICI SpA;038272023;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;ACCORD HEALTHCARE SLU;038209021;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;ALMUS Srl;042216200;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;ARISTO PHARMA GMBH;038233387;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;AUROBINDO PHARMA ITALIA Srl;039728035;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;EG SpA;037439130;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;KRKA D.D.NOVO MESTO;041792209;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;MYLAN SpA;037577208;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;PENSA PHARMA SpA;037585205;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;RATIOPHARM GMBH;036905115;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;SANDOZ SpA;037509332;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;SANDOZ SpA;037625530;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,17;SUN PHARMACEUTICAL IND.EU.B.V.;042262093;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;2,20;PHARMEG Srl;038213029;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr 5 mg;3,30;I.G.FARMAC.di IRIANNI GIUSEPPE;038212027;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr div 5 mg;2,17;DOC GENERICI Srl;037621202;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr div 5 mg;2,17;TECNIGEN Srl;038323022;DRA;X;;
Ramipril;RAMIPRIL 5MG 14 UNITA' USO ORALE;RAMIPRIL*14 cpr div 5 mg;2,17;ZENTIVA ITALIA Srl;037692035;DRA;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;ABC FARMACEUTICI SpA;038272035;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;ACCORD HEALTHCARE SLU;038209033;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;ALMUS Srl;042216402;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;ARISTO PHARMA GMBH;038233589;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;AUROBINDO PHARMA ITALIA Srl;039728199;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;EG SpA;037439268;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;KRKA D.D.NOVO MESTO;041792312;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;MYLAN SpA;037577400;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;PENSA PHARMA SpA;037585407;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;SANDOZ SpA;037625581;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;SUN PHARMACEUTICAL IND.EU.B.V.;042262194;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,69;TEVA B.V.;037531047;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;5,79;PHARMEG Srl;038213031;DRC;X;;
Ramipril;RAMIPRIL 10MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 10 mg;8,00;IPSO PHARMA Srl;038210035;DRC;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;ABC FARMACEUTICI SpA;038272011;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;ACCORD HEALTHCARE SLU;038209019;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;ALMUS Srl;042216046;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;ARISTO PHARMA GMBH;038233223;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;AUROBINDO PHARMA ITALIA Srl;039728288;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;EG SpA;037439041;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;KRKA D.D.NOVO MESTO;041792134;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;MYLAN SpA;037577044;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;PENSA PHARMA SpA;037585041;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;PHARMEG Srl;038213017;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;RATIOPHARM GMBH;036905040;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;SANDOZ SpA;037509193;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;SANDOZ SpA;037625504;DRB;X;;
Ramipril;RAMIPRIL 2,5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 2,5 mg;2,74;SUN PHARMACEUTICAL IND.EU.B.V.;042262016;DRB;X;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;ALMUS Srl;042216224;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;AUROBINDO PHARMA ITALIA Srl;039728050;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;EG SpA;037439155;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;KRKA D.D.NOVO MESTO;041792223;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;MYLAN SpA;037577222;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;PENSA PHARMA SpA;037585229;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;RATIOPHARM GMBH;036905139;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;SANDOZ SpA;037509357;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;SANDOZ SpA;037625542;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
Ramipril;RAMIPRIL 5MG 28 UNITA' USO ORALE;RAMIPRIL*28 cpr 5 mg;4,00;SUN PHARMACEUTICAL IND.EU.B.V.;042262105;KJW;Farmaco con prezzo uguale al prezzo di riferimento;;
